nr,i1_legid,i1_rcs_p,i1_rcs_e,i1_dep_1_p,i1_dep_1_e,i1_dep_1_place,i1_rcf_1_p,i1_rcf_1_e,i1_rcf_1_place,i1_dep_2_p,i1_dep_2_e,i1_dep_2_place,i1_rcf_2_p,i1_rcf_2_e,i1_rcf_2_place,i1_dep_3_p,i1_dep_3_e,i1_dep_3_place,i1_rcf_3_p,i1_rcf_3_e,i1_rcf_3_place,i1_dlv_p,i1_dlv_e,i1_hops,i2_legid,i2_rcs_p,i2_rcs_e,i2_dep_1_p,i2_dep_1_e,i2_dep_1_place,i2_rcf_1_p,i2_rcf_1_e,i2_rcf_1_place,i2_dep_2_p,i2_dep_2_e,i2_dep_2_place,i2_rcf_2_p,i2_rcf_2_e,i2_rcf_2_place,i2_dep_3_p,i2_dep_3_e,i2_dep_3_place,i2_rcf_3_p,i2_rcf_3_e,i2_rcf_3_place,i2_dlv_p,i2_dlv_e,i2_hops,i3_legid,i3_rcs_p,i3_rcs_e,i3_dep_1_p,i3_dep_1_e,i3_dep_1_place,i3_rcf_1_p,i3_rcf_1_e,i3_rcf_1_place,i3_dep_2_p,i3_dep_2_e,i3_dep_2_place,i3_rcf_2_p,i3_rcf_2_e,i3_rcf_2_place,i3_dep_3_p,i3_dep_3_e,i3_dep_3_place,i3_rcf_3_p,i3_rcf_3_e,i3_rcf_3_place,i3_dlv_p,i3_dlv_e,i3_hops,o_legid,o_rcs_p,o_rcs_e,o_dep_1_p,o_dep_1_e,o_dep_1_place,o_rcf_1_p,o_rcf_1_e,o_rcf_1_place,o_dep_2_p,o_dep_2_e,o_dep_2_place,o_rcf_2_p,o_rcf_2_e,o_rcf_2_place,o_dep_3_p,o_dep_3_e,o_dep_3_place,o_rcf_3_p,o_rcf_3_e,o_rcf_3_place,o_dlv_p,o_dlv_e,o_hops,legs
3809,9879,236,13,135,315,815,290,286,485,?,?,?,?,?,?,?,?,?,?,?,?,5160,89,1,10147,190,218,240,163,815,285,238,485,?,?,?,?,?,?,?,?,?,?,?,?,5160,1611,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,14647,1815,1656,180,301,485,885,772,149,405,518,149,565,439,174,?,?,?,?,?,?,6960,302,2,2
3810,1252,324,189,210,235,556,480,57,281,350,831,281,775,649,339,?,?,?,?,?,?,2880,1657,2,8678,652,16,240,839,128,815,830,339,?,?,?,?,?,?,?,?,?,?,?,?,3960,22,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1870,6228,1308,90,4938,339,1600,1192,700,610,1042,700,890,658,108,?,?,?,?,?,?,3780,125,2,2
3811,3487,227,176,135,135,815,285,167,485,?,?,?,?,?,?,?,?,?,?,?,?,5160,102,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8604,1396,846,180,345,485,885,938,149,?,?,?,?,?,?,?,?,?,?,?,?,6680,482,1,1
3812,2426,759,343,90,465,700,1285,900,485,?,?,?,?,?,?,?,?,?,?,?,?,3780,2642,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7685,1845,1469,180,507,485,885,952,149,405,327,149,565,500,174,?,?,?,?,?,?,6960,24623,2,1
3813,5868,205,36,240,349,128,207,161,783,?,?,?,?,?,?,?,?,?,?,?,?,393,74,1,2774,199,107,240,308,174,798,726,783,?,?,?,?,?,?,?,?,?,?,?,?,402,266,1,6344,317,133,150,310,128,680,603,783,?,?,?,?,?,?,?,?,?,?,?,?,3690,119,1,6672,345,109,160,336,783,75,178,815,945,869,815,505,617,313,?,?,?,?,?,?,6000,7435,2,3
3814,3127,2257,2032,90,260,671,820,415,700,230,665,700,605,191,698,?,?,?,?,?,?,3780,10840,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3282,464,416,300,300,698,1115,971,349,1525,1656,349,1476,1320,787,?,?,?,?,?,?,474,1621,2,1
3815,14398,1162,155,240,1228,128,925,662,174,?,?,?,?,?,?,?,?,?,?,?,?,3960,7323,1,3410,2333,1805,90,579,700,625,203,174,?,?,?,?,?,?,?,?,?,?,?,?,3780,214,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5697,3097,2536,90,586,174,625,410,700,1010,1230,700,790,470,635,?,?,?,?,?,?,3780,1810,2,2
3816,2400,1328,838,90,530,700,605,184,698,?,?,?,?,?,?,?,?,?,?,?,?,3780,1623,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7357,2747,1369,90,1421,698,595,345,700,1310,1613,700,585,73,257,?,?,?,?,?,?,3780,2324,2,1
3817,6654,1908,969,90,1559,233,1370,1060,700,2590,2327,700,925,1091,538,?,?,?,?,?,?,3780,630,2,13894,36338,35852,90,1047,233,1385,1313,700,670,213,700,920,882,538,?,?,?,?,?,?,3780,717,2,11311,4876,4157,90,774,700,920,625,538,?,?,?,?,?,?,?,?,?,?,?,?,3780,737,1,8289,1478,481,90,1032,538,960,577,700,80,458,700,915,819,332,?,?,?,?,?,?,3780,190,2,3
3818,3451,317,148,240,362,815,285,197,485,?,?,?,?,?,?,?,?,?,?,?,?,5160,5824,1,4484,120,76,135,131,815,285,261,485,?,?,?,?,?,?,?,?,?,?,?,?,5160,108,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,11206,1102,845,300,494,485,290,170,815,1170,1313,815,225,185,649,?,?,?,?,?,?,4740,3931,2,2
3819,10091,533,168,120,375,236,90,98,815,595,640,815,380,243,524,?,?,?,?,?,?,5460,143,2,12356,100,125,180,101,281,205,117,128,660,756,128,275,249,524,?,?,?,?,?,?,4140,118,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10560,579,282,150,400,524,185,593,128,605,208,128,130,114,361,?,?,?,?,?,?,4230,307,2,2
3820,7053,328,223,840,75,734,1020,1149,349,755,1977,349,1431,1130,548,?,?,?,?,?,?,604,5757,2,12894,950,374,180,705,706,400,183,555,50,332,555,1265,299,548,?,?,?,?,?,?,3195,1012,2,13576,731,133,150,694,391,95,103,128,405,432,128,710,668,548,?,?,?,?,?,?,4230,162,2,687,590,90,420,863,548,1135,869,349,875,1111,349,520,262,327,?,?,?,?,?,?,555,8791,2,3
3821,3288,1358,986,420,751,349,1190,1030,597,?,?,?,?,?,?,?,?,?,?,?,?,665,790,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9956,2610,1325,180,1426,597,960,882,308,10,131,308,1220,1143,643,?,?,?,?,?,?,1620,613,2,1
3822,382,2367,1063,180,1424,597,1055,1016,815,830,805,815,300,292,721,?,?,?,?,?,?,5100,293,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10230,953,122,150,939,721,115,232,128,2220,2119,128,585,592,287,?,?,?,?,?,?,4230,19994,2,1
3823,10174,1390,66,240,1516,815,780,754,609,?,?,?,?,?,?,?,?,?,?,?,?,7680,1161,1,12774,1501,770,420,1117,349,831,632,609,?,?,?,?,?,?,?,?,?,?,?,?,629,2585,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,850,442,279,240,346,609,530,237,815,130,424,815,180,137,511,?,?,?,?,?,?,5220,269,2,2
3824,4184,49,40,135,85,815,280,139,485,?,?,?,?,?,?,?,?,?,?,?,?,5160,363,1,2789,11304,12564,1445,137,771,490,339,555,175,345,555,750,748,485,?,?,?,?,?,?,1140,455,2,298,2538,1753,240,968,456,1030,765,128,650,932,128,385,174,485,?,?,?,?,?,?,3960,1795,2,1874,11166,10605,300,116,485,765,2558,144,?,?,?,?,?,?,?,?,?,?,?,?,4080,412,1,3
3825,795,180,23,300,423,555,740,590,371,?,?,?,?,?,?,?,?,?,?,?,?,1560,89,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1231,2960,1455,300,1801,371,850,897,308,615,512,308,960,1191,508,?,?,?,?,?,?,1740,2534,2,1
3826,10826,1123,111,240,1190,815,890,846,597,?,?,?,?,?,?,?,?,?,?,?,?,5160,205,1,11205,1107,772,180,483,695,858,735,597,?,?,?,?,?,?,?,?,?,?,?,?,4080,35,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,12083,3147,3063,150,185,597,870,915,349,1085,1047,349,2205,1341,293,?,?,?,?,?,?,1780,400,2,2
3827,3938,142,86,135,139,815,285,211,485,?,?,?,?,?,?,?,?,?,?,?,?,5160,83,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5550,1327,776,180,702,485,885,515,149,?,?,?,?,?,?,?,?,?,?,?,?,6680,7554,1,1
3828,2643,385,78,180,518,391,660,253,281,255,576,281,280,156,134,?,?,?,?,?,?,4050,1164,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,11087,1184,293,155,994,134,640,580,609,?,?,?,?,?,?,?,?,?,?,?,?,2880,3271,1,1
3829,3819,3105,229,240,3059,815,285,254,485,?,?,?,?,?,?,?,?,?,?,?,?,5160,1483,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13493,2035,1706,90,370,485,1250,917,700,455,786,700,790,471,635,?,?,?,?,?,?,3780,891,2,1
3830,7782,32519,33139,90,347,233,1430,1332,700,5790,5203,700,1280,1069,113,?,?,?,?,?,?,3780,159,2,3495,4803,3904,90,957,700,1060,827,113,?,?,?,?,?,?,?,?,?,?,?,?,3780,75,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8401,15903,15667,90,261,113,1105,723,700,595,982,700,935,643,332,?,?,?,?,?,?,3780,30248,2,2
3831,2343,289,22,300,267,216,720,956,809,2385,2456,809,920,637,690,?,?,?,?,?,?,3960,133,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1862,2745,2710,355,345,690,1025,668,308,480,822,308,840,2044,718,?,?,?,?,?,?,1620,506,2,1
3832,2564,130,60,150,165,391,80,76,281,150,148,281,130,690,134,?,?,?,?,?,?,2850,2,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13349,430,300,180,237,134,145,266,815,710,650,815,465,335,752,?,?,?,?,?,?,5760,1107,2,1
3833,3347,1038,559,150,571,721,115,147,128,575,565,128,590,789,628,?,?,?,?,?,?,4230,379,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9846,980,251,300,1028,628,920,652,128,5,219,128,2660,2331,326,?,?,?,?,?,?,3960,4683,2,1
3834,7538,2447,2022,210,120,256,300,633,349,670,811,349,2174,954,778,?,?,?,?,?,?,846,464,2,13467,1470,1370,180,220,749,870,822,470,320,308,470,410,164,349,2695,3000,349,4946,829,778,4650,1194,3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9059,1215,356,600,1403,778,785,836,349,1095,1022,349,327,201,721,?,?,?,?,?,?,353,731,2,2
3835,10599,27,66,240,159,815,285,183,485,?,?,?,?,?,?,?,?,?,?,?,?,5160,2579,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7689,3216,2616,180,731,485,885,952,149,?,?,?,?,?,?,?,?,?,?,?,?,6680,11377,1,1
3836,2954,144,141,135,75,815,285,209,485,?,?,?,?,?,?,?,?,?,?,?,?,5160,263,1,3967,232,134,135,209,815,285,255,485,?,?,?,?,?,?,?,?,?,?,?,?,5160,96,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6804,992,693,90,330,485,1240,934,700,1095,1422,700,675,198,395,?,?,?,?,?,?,3780,14613,2,2
3837,11069,233,41,135,268,815,290,176,485,?,?,?,?,?,?,?,?,?,?,?,?,5160,137,1,8480,177,156,110,77,377,285,136,485,?,?,?,?,?,?,?,?,?,?,?,?,5160,103,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3423,2015,936,150,1213,485,1685,1425,742,?,?,?,?,?,?,?,?,?,?,?,?,2520,52,1,2
3838,1652,44,9,240,215,787,1365,1075,349,1725,2414,349,1300,1294,548,?,?,?,?,?,?,360,1530,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4176,275,1,150,378,548,655,645,128,1370,1379,128,775,685,561,?,?,?,?,?,?,4230,30779,2,1
3839,6530,10565,10508,300,345,555,750,551,371,?,?,?,?,?,?,?,?,?,?,?,?,1560,116,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7085,1440,1485,300,259,371,840,681,431,705,800,431,990,990,265,?,?,?,?,?,?,4020,5190,2,1
3840,3779,1700,1430,150,370,787,165,166,128,830,826,128,130,118,361,?,?,?,?,?,?,4230,1365,2,1400,817,289,150,625,571,125,150,128,345,322,128,120,110,361,?,?,?,?,?,?,4230,1076,2,1425,749,257,150,608,571,125,157,128,345,376,128,120,130,361,?,?,?,?,?,?,4230,981,2,5635,974,543,240,619,361,400,275,128,1515,1662,128,960,675,597,?,?,?,?,?,?,3960,1645,2,3
3841,1795,73,21,150,168,128,110,140,485,?,?,?,?,?,?,?,?,?,?,?,?,4230,72,1,7506,370,71,300,663,308,790,722,485,?,?,?,?,?,?,?,?,?,?,?,?,1140,149,1,10052,134,28,135,189,815,285,282,485,?,?,?,?,?,?,?,?,?,?,?,?,5160,82,1,13499,2501,1879,90,686,485,1250,993,700,205,458,700,790,374,635,?,?,?,?,?,?,3780,1070,2,3
3842,847,5537,5380,90,205,671,800,362,700,670,1103,700,535,187,468,?,?,?,?,?,?,3780,14,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1937,550,507,180,176,468,935,976,349,275,252,349,602,1318,711,?,?,?,?,?,?,1263,8803,2,1
3843,10023,366,141,180,345,349,840,621,149,?,?,?,?,?,?,?,?,?,?,?,?,6680,169,1,4385,1307,699,180,768,233,855,572,149,?,?,?,?,?,?,?,?,?,?,?,?,6680,16404,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8987,885,268,180,749,149,370,273,127,?,?,?,?,?,?,?,?,?,?,?,?,6960,1233,1,2
3844,10488,1630,60,240,1753,815,845,717,371,?,?,?,?,?,?,?,?,?,?,?,?,5220,4837,1,489,14920,14838,300,331,555,740,662,371,?,?,?,?,?,?,?,?,?,?,?,?,1560,184,1,584,13479,13123,300,654,555,740,574,371,?,?,?,?,?,?,?,?,?,?,?,?,1560,113,1,7745,2421,1462,780,1708,371,930,719,349,1470,1628,349,1103,1065,746,?,?,?,?,?,?,402,97,2,3
3845,8269,609,402,240,387,571,539,226,349,335,699,349,1339,1159,548,?,?,?,?,?,?,526,798,2,9131,832,156,150,825,727,120,197,128,355,243,128,710,670,548,?,?,?,?,?,?,4230,1617,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4729,6890,6930,300,220,548,495,293,609,?,?,?,?,?,?,?,?,?,?,?,?,1140,14297,1,2
3846,13480,3240,1856,180,1543,695,560,345,555,685,890,555,805,736,371,?,?,?,?,?,?,1560,30,2,7464,13469,13564,300,180,555,750,565,371,?,?,?,?,?,?,?,?,?,?,?,?,1560,70,1,7459,13389,13348,300,312,555,740,575,371,?,?,?,?,?,?,?,?,?,?,?,?,1560,119,1,7003,1560,1425,300,393,371,835,685,431,1385,1544,431,960,945,597,?,?,?,?,?,?,2760,2828,2,3
3847,11297,4649,4246,90,437,700,735,433,187,?,?,?,?,?,?,?,?,?,?,?,?,3780,17627,1,12929,3979,3190,90,885,671,815,955,700,2370,2155,700,745,597,187,?,?,?,?,?,?,3780,1091,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5087,1976,1696,360,580,187,1485,1093,349,1510,1900,349,831,660,609,?,?,?,?,?,?,414,3523,2,2
3848,14137,765,203,300,848,308,930,958,597,?,?,?,?,?,?,?,?,?,?,?,?,2760,1425,1,9712,1422,381,420,1503,349,1190,972,597,?,?,?,?,?,?,?,?,?,?,?,?,665,8409,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,14439,1187,196,150,1087,597,995,726,128,1090,1378,128,735,707,548,?,?,?,?,?,?,4230,1569,2,2
3849,5302,1042,430,660,1100,556,1920,2811,128,1860,1128,128,895,631,144,?,?,?,?,?,?,3960,432,2,6650,375,710,960,578,490,595,674,555,1295,1203,555,1440,1199,144,?,?,?,?,?,?,2280,1560,2,5524,871,1120,300,4,576,825,758,144,?,?,?,?,?,?,?,?,?,?,?,?,4080,1174,1,630,3895,1480,180,2513,144,560,590,349,135,113,349,268,293,327,?,?,?,?,?,?,807,2910,2,3
3850,3644,164,146,135,94,815,280,147,485,?,?,?,?,?,?,?,?,?,?,?,?,5160,308,1,3440,124,73,240,244,815,285,191,485,?,?,?,?,?,?,?,?,?,?,?,?,5160,5831,1,10905,93,82,135,85,815,295,189,485,?,?,?,?,?,?,?,?,?,?,?,?,5160,143,1,11174,2696,2607,300,356,485,470,384,423,?,?,?,?,?,?,?,?,?,?,?,?,4020,6948,1,3
3851,13064,3212,1525,180,1820,256,875,690,149,?,?,?,?,?,?,?,?,?,?,?,?,6680,24618,1,4392,1320,656,180,784,233,860,936,149,?,?,?,?,?,?,?,?,?,?,?,?,6680,10529,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8990,1720,1408,180,432,149,310,189,152,?,?,?,?,?,?,?,?,?,?,?,?,6900,342,1,2
3852,2043,2144,1137,420,1367,349,848,687,187,?,?,?,?,?,?,?,?,?,?,?,?,847,2645,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4850,640,393,90,277,187,595,892,349,2315,2031,349,2289,1124,293,?,?,?,?,?,?,1696,522,2,1
3853,12817,690,157,440,936,327,706,652,609,?,?,?,?,?,?,?,?,?,?,?,?,414,3897,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,860,670,176,540,1030,609,840,533,349,1785,2013,349,1940,1696,184,?,?,?,?,?,?,340,1707,2,1
3854,612,203,162,240,232,750,420,157,128,555,830,128,395,133,361,?,?,?,?,?,?,3960,1330,2,641,631,106,240,714,750,435,193,128,75,376,128,395,129,361,?,?,?,?,?,?,3960,1011,2,652,224,159,240,261,750,425,781,128,555,207,128,400,114,361,?,?,?,?,?,?,3960,307,2,5608,1018,480,150,634,361,135,215,128,325,268,128,735,663,548,?,?,?,?,?,?,4230,169,2,3
3855,7626,2411,1653,90,803,413,855,501,700,555,915,700,815,399,206,?,?,?,?,?,?,3780,15960,2,3907,822,63,240,948,815,740,577,206,?,?,?,?,?,?,?,?,?,?,?,?,5100,19734,1,9776,820,44,240,957,815,740,915,206,?,?,?,?,?,?,?,?,?,?,?,?,5100,6172,1,8652,2218,1793,300,634,206,740,454,403,?,?,?,?,?,?,?,?,?,?,?,?,1320,983,1,3
3856,9674,164,220,120,4,594,225,412,134,825,638,134,635,606,609,?,?,?,?,?,?,2880,4719,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5001,329,3,300,562,609,820,629,815,1115,1271,815,630,443,576,?,?,?,?,?,?,6060,4236,2,1
3857,8852,6847,5415,90,1462,815,1220,982,700,215,450,700,605,179,698,?,?,?,?,?,?,3780,9878,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8160,1715,1091,90,696,698,600,244,700,1000,1322,700,1275,1111,576,?,?,?,?,?,?,3780,5732,2,1
3858,10685,5334,2026,90,3347,128,1225,957,700,465,1215,700,580,232,257,?,?,?,?,?,?,3780,1837,2,2229,4744,4139,90,650,700,585,208,257,?,?,?,?,?,?,?,?,?,?,?,?,3780,5675,1,2452,958,232,90,757,700,585,183,257,?,?,?,?,?,?,?,?,?,?,?,?,3780,11603,1,2918,91,10,390,510,257,1175,988,349,490,578,349,180,83,327,?,?,?,?,?,?,825,6670,2,3
3859,10976,1401,360,240,1226,815,780,757,609,?,?,?,?,?,?,?,?,?,?,?,?,7680,2782,1,10846,1087,74,240,1193,815,780,732,609,?,?,?,?,?,?,?,?,?,?,?,?,7680,789,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7968,6103,1456,540,3830,609,830,2043,349,670,719,349,2988,2615,493,?,?,?,?,?,?,417,412,2,2
3860,12074,2945,1078,250,2061,597,1195,945,349,1010,1209,349,390,232,721,?,?,?,?,?,?,485,346,2,12232,1712,1080,120,732,671,900,919,349,1305,1242,349,377,234,721,?,?,?,?,?,?,863,1530,2,2848,1935,720,180,1335,671,930,874,571,510,566,571,385,225,721,?,?,?,?,?,?,950,1367,2,14183,709,551,240,293,721,660,761,481,265,207,481,1094,1009,403,?,?,?,?,?,?,351,786,2,3
3861,3854,886,243,180,804,299,710,1366,149,1105,420,149,715,381,576,?,?,?,?,?,?,6840,30149,2,880,586,210,240,497,476,685,607,815,120,262,815,415,37,576,?,?,?,?,?,?,6060,5463,2,12294,534,116,180,538,515,700,576,815,260,305,815,1320,880,576,?,?,?,?,?,?,6060,8758,2,5772,543,360,300,417,576,935,856,403,240,320,403,335,212,631,?,?,?,?,?,?,1260,1045,2,3
3862,4316,105,42,135,149,815,285,213,485,?,?,?,?,?,?,?,?,?,?,?,?,5160,141,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6763,1827,1073,90,781,485,1240,916,700,125,449,700,800,545,635,?,?,?,?,?,?,3780,1348,2,1
3863,3885,3971,3214,180,905,326,130,55,815,500,558,815,465,318,752,?,?,?,?,?,?,5760,41053,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8977,985,904,240,285,752,585,402,128,1410,1587,128,880,692,800,?,?,?,?,?,?,3960,2444,2,1
3864,13388,310,297,300,264,609,665,443,326,?,?,?,?,?,?,?,?,?,?,?,?,4020,351,1,5781,147,32,150,210,391,85,123,815,720,680,815,255,216,326,?,?,?,?,?,?,5160,1428,2,13693,1779,1373,300,680,308,795,655,485,145,251,485,1080,891,326,?,?,?,?,?,?,4020,411,2,13880,37888,37906,210,155,326,215,182,349,1460,1470,349,1005,942,468,?,?,?,?,?,?,355,932,2,3
3865,5790,438,280,240,338,128,299,143,327,?,?,?,?,?,?,?,?,?,?,?,?,391,253,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,11362,2006,1942,150,44,327,840,776,815,1225,1399,815,535,480,243,?,?,?,?,?,?,2880,3951,2,1
3866,10485,1128,478,180,772,403,890,926,349,1315,1282,349,1389,1240,548,?,?,?,?,?,?,686,2295,2,9672,4366,4273,150,215,663,125,135,128,1050,1030,128,735,657,548,?,?,?,?,?,?,4230,182,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4778,579,201,150,496,548,920,612,128,1095,1398,128,780,719,561,?,?,?,?,?,?,4230,2076,2,2
3867,3688,1164,109,240,1252,815,760,679,609,?,?,?,?,?,?,?,?,?,?,?,?,7680,2252,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5165,1492,129,90,1358,609,1955,1655,206,?,?,?,?,?,?,?,?,?,?,?,?,3780,30480,1,1
3868,10956,464,41,135,522,815,295,263,485,?,?,?,?,?,?,?,?,?,?,?,?,5160,289,1,10463,333,266,240,262,815,285,220,485,?,?,?,?,?,?,?,?,?,?,?,?,5160,1852,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7289,1191,662,180,679,485,885,836,149,?,?,?,?,?,?,?,?,?,?,?,?,6680,3229,1,2
3869,4603,3064,2884,90,220,671,800,472,700,1060,1375,700,1325,927,286,?,?,?,?,?,?,3780,46,2,1299,997,930,150,161,610,140,204,128,1335,1307,128,1290,1230,286,?,?,?,?,?,?,3660,7554,2,9947,1286,1207,240,268,727,400,167,128,590,853,128,1295,1091,286,?,?,?,?,?,?,3660,4799,2,14497,1881,170,240,1894,286,1005,959,128,990,1055,128,830,599,325,?,?,?,?,?,?,3960,2749,2,3
3870,2598,1226,506,240,903,815,740,600,206,?,?,?,?,?,?,?,?,?,?,?,?,5100,13066,1,12903,3770,2973,90,1578,671,815,519,700,2175,1719,700,810,416,206,?,?,?,?,?,?,3780,28920,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13933,3923,1789,90,2172,206,805,469,700,1690,2129,700,960,479,593,?,?,?,?,?,?,3780,60,2,2
